Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Time
5160	-54.002495	59.78965	47.699993	-193.85	100.0	7 h 6 min 42 sec
5180	-73.33751	69.956604	45.699997	-190.8	100.0	7 h 8 min 35 sec
5200	-67.4275	73.73219	56.149994	-180.15001	100.0	7 h 10 min 20 sec
5220	-87.46001	56.14081	9.749995	-210.15001	100.0	7 h 12 min 16 sec
5240	-52.685005	56.096336	53.499996	-137.65001	100.0	7 h 14 min 14 sec
5260	-51.43501	66.85538	88.45	-170.8	100.0	7 h 16 min 9 sec
5280	-46.7725	73.45331	78.549995	-168.8	100.0	7 h 18 min 7 sec
5300	-72.560005	42.724476	35.749996	-149.05	100.0	7 h 20 min 1 sec
5320	-51.372505	41.31297	0.89999574	-141.35	100.0	7 h 21 min 51 sec
5340	-72.222496	60.10173	14.699996	-206.6	100.0	7 h 23 min 46 sec
5360	-80.1425	50.704693	25.399996	-144.75	100.0	7 h 25 min 39 sec
5380	-51.7075	55.7959	36.449997	-157.20001	100.0	7 h 27 min 31 sec
5400	-58.510002	62.73753	38.699993	-183.35	100.0	7 h 29 min 26 sec
5420	-83.38502	57.954525	31.499996	-211.15001	100.0	7 h 31 min 14 sec
5440	-58.375	57.722515	34.199993	-156.5	100.0	7 h 33 min 4 sec
5460	-31.622503	57.52138	88.049995	-138.35	100.0	7 h 34 min 49 sec
5480	-66.0775	87.98104	73.0	-233.75	100.0	7 h 36 min 33 sec
5500	-61.47751	72.52719	64.549995	-235.90001	100.0	7 h 38 min 15 sec
5520	-62.367504	55.249256	21.949997	-155.40001	100.0	7 h 39 min 57 sec
5540	-50.717503	75.1807	139.7	-203.45001	100.0	7 h 41 min 51 sec
5560	-63.455006	56.830452	25.799995	-199.2	100.0	7 h 43 min 46 sec
5580	-58.57	71.51351	81.95	-180.5	100.0	7 h 45 min 29 sec
5600	-60.095	66.11645	71.7	-198.75	100.0	7 h 47 min 18 sec
5620	-44.540005	78.90658	166.04999	-197.40001	100.0	7 h 49 min 3 sec
5640	-63.402508	66.25172	94.45	-218.05	100.0	7 h 50 min 49 sec
5660	-53.545002	59.746952	45.799995	-165.0	100.0	7 h 52 min 35 sec
5680	-60.53001	67.287926	72.24999	-186.85	100.0	7 h 54 min 18 sec
5700	-61.412514	64.83496	134.95	-171.70001	100.0	7 h 56 min 2 sec
5720	-65.1325	62.16396	38.049995	-172.1	100.0	7 h 57 min 52 sec
5740	-74.855	65.67518	40.749996	-235.75002	100.0	7 h 59 min 37 sec
5760	-49.955006	66.51904	64.6	-183.1	100.0	8 h 1 min 26 sec
5780	-68.520004	91.427986	114.6	-192.15001	100.0	8 h 3 min 13 sec
5800	-51.605003	68.70585	64.049995	-183.70001	100.0	8 h 4 min 59 sec
5820	-51.207508	66.427734	63.149998	-134.0	100.0	8 h 6 min 46 sec
5840	-43.215008	43.668724	26.349995	-128.7	100.0	8 h 8 min 35 sec
5860	-27.157501	86.099434	106.649994	-154.75	100.0	8 h 10 min 21 sec
5880	-35.265007	65.57453	107.299995	-143.85	100.0	8 h 12 min 13 sec
5900	-56.655006	69.69295	93.1	-217.85	100.0	8 h 13 min 58 sec
5920	-53.31501	61.840427	78.799995	-194.45001	100.0	8 h 15 min 51 sec
5940	-65.40001	52.36099	57.399994	-144.90001	100.0	8 h 17 min 39 sec
5960	-54.4175	75.60711	131.34999	-167.55	100.0	8 h 19 min 18 sec
5980	-37.537506	76.71757	103.1	-186.95001	100.0	8 h 21 min 1 sec
6000	-50.375008	51.05833	38.449997	-132.55	100.0	8 h 22 min 45 sec
6020	-46.912502	53.56692	78.35	-109.65	100.0	8 h 24 min 27 sec
6040	-31.545004	73.73764	96.299995	-167.3	100.0	8 h 26 min 8 sec
6060	-17.445004	78.562874	147.59999	-143.6	100.0	8 h 27 min 52 sec
6080	-43.0875	56.81721	52.999996	-169.15001	100.0	8 h 29 min 36 sec
6100	-14.892505	90.54449	118.799995	-201.95	100.0	8 h 31 min 15 sec
6120	-25.315004	79.656715	106.35	-177.75	100.0	8 h 32 min 55 sec
6140	-11.690004	83.519035	168.95	-218.0	100.0	8 h 34 min 42 sec
6160	-25.085003	82.48198	93.85	-200.25	100.0	8 h 36 min 23 sec
6180	-13.925003	57.09503	107.45	-139.95	100.0	8 h 38 min 5 sec
6200	-29.812506	78.51503	114.2	-177.75	100.0	8 h 39 min 48 sec
6220	-34.507507	97.21536	191.59999	-147.40001	100.0	8 h 41 min 32 sec
6240	-32.15751	89.97927	89.24999	-189.85	100.0	8 h 43 min 17 sec
6260	-39.197502	74.62388	74.799995	-178.1	100.0	8 h 45 min 3 sec
6280	-41.810005	69.43137	98.09999	-159.40001	100.0	8 h 46 min 46 sec
6300	-37.495003	106.85989	152.95	-223.05	100.0	8 h 48 min 28 sec
6320	-37.160007	76.89614	98.1	-179.95	100.0	8 h 50 min 16 sec
6340	-55.665	75.027916	99.299995	-170.35	100.0	8 h 51 min 54 sec
6360	-14.395002	83.72301	173.0	-151.6	100.0	8 h 53 min 39 sec
6380	-79.28001	80.3541	79.399994	-219.6	100.0	8 h 55 min 25 sec
6400	-35.497505	78.86356	118.6	-209.3	100.0	8 h 57 min 11 sec
6420	-13.540004	85.38565	96.49999	-217.95	100.0	8 h 59 min 3 sec
6440	-58.992504	94.00922	119.6	-230.0	100.0	9 h 0 min 49 sec
6460	-43.4875	83.32501	98.99999	-186.5	100.0	9 h 2 min 36 sec
6480	-28.525005	60.45559	76.149994	-149.75	100.0	9 h 4 min 21 sec
6500	-62.172504	76.14163	92.7	-168.05	100.0	9 h 6 min 6 sec
6520	-49.297504	90.77342	82.399994	-204.65001	100.0	9 h 7 min 51 sec
6540	-6.2550035	53.89769	91.74999	-119.65	100.0	9 h 9 min 39 sec
6560	-31.687506	72.463295	120.45	-126.25001	100.0	9 h 11 min 23 sec
6580	-4.332504	93.686134	108.95	-221.2	100.0	9 h 13 min 8 sec
6600	-49.577503	76.369804	88.7	-195.40001	100.0	9 h 14 min 53 sec
6620	-23.492504	94.491455	181.59999	-171.90001	100.0	9 h 16 min 33 sec
6640	-23.55251	92.438774	124.35	-175.15001	100.0	9 h 18 min 16 sec
6660	-25.150005	95.7773	165.4	-173.0	100.0	9 h 19 min 55 sec
6680	-14.002505	68.63636	111.549995	-104.25001	100.0	9 h 21 min 41 sec
6700	-0.31250516	84.46849	133.95	-149.20001	100.0	9 h 23 min 26 sec
6720	-43.517506	75.08711	105.299995	-177.45	100.0	9 h 25 min 13 sec
6740	-6.4500046	88.616005	173.8	-196.75	100.0	9 h 26 min 59 sec
6760	-27.920004	84.1805	159.2	-165.95	100.0	9 h 28 min 44 sec
